id,dataset,seed,subsample,repeat,AUROC,F1,Recall,Precision,runtime,lag,sum,lambda_a,lambda_w,w_thres,alpha
dynotears,synth,x_cause_y,50,1,0.75,0.6666666666666666,1.0,0.5,0.6888351440429688,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,100,1,0.75,0.6666666666666666,1.0,0.5,0.5374472141265869,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,1,1,0.8,0.5,1.0,0.3333333333333333,0.0548412799835205,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,2,1,0.8,0.5,1.0,0.3333333333333333,0.0392889976501464,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,3,1,0.7,0.4,1.0,0.25,0.0391504764556884,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,4,1,0.7,0.4,1.0,0.25,0.0315403938293457,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,5,1,0.7,0.4,1.0,0.25,0.1234681606292724,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,6,1,0.7,0.4,1.0,0.25,0.2095077037811279,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,7,1,0.7,0.4,1.0,0.25,0.2016091346740722,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,8,1,0.7,0.4,1.0,0.25,0.0187997817993164,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,9,1,0.7,0.4,1.0,0.25,0.113401174545288,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,10,1,0.7,0.4,1.0,0.25,0.0135297775268554,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,20,1,0.8,0.5,1.0,0.3333333333333333,0.0153968334197998,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,50,1,0.7,0.4,1.0,0.25,0.1898300647735595,2.0,,0.05,0.05,0.01,
dynotears,synth,indep,100,1,0.7,0.4,1.0,0.25,0.250157356262207,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,1,1,0.75,0.6666666666666666,1.0,0.5,0.0821583271026611,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,2,1,0.75,0.6666666666666666,1.0,0.5,0.1921141147613525,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,3,1,0.75,0.6666666666666666,1.0,0.5,0.122941255569458,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,4,1,0.75,0.6666666666666666,1.0,0.5,0.1707942485809326,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,5,1,0.75,0.6666666666666666,1.0,0.5,0.1511459350585937,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,6,1,0.75,0.6666666666666666,1.0,0.5,0.1383383274078369,2.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,7,1,0.75,0.6666666666666666,1.0,0.5,0.8227317333221436,2.0,,0.05,0.05,0.01,
